AGE (ka),d18O
130.61,-48.96
130.66,-49.31
130.7,-49.15
130.74,-49.11
130.78,-49.31
130.82,-49.18
130.87,-49.87
130.91,-49.27
130.95,-49.11
131,-49.22
131.04,-49.33
131.09,-49.18
131.13,-49.41
131.17,-49.98
131.22,-49.36
131.26,-49.21
131.31,-49.51
131.35,-49.11
131.4,-49.7
131.44,-49.7
131.49,-50.82
131.54,-50.29
131.59,-50.22
131.64,-50.36
131.69,-50.36
131.74,-50.83
131.8,-50.62
131.85,-50.83
131.9,-50.91
131.96,-50.58
132.01,-51.7
132.07,-51.54
132.12,-50.68
132.18,-50.82
132.23,-50.4
132.28,-51.27
132.34,-51.22
132.39,-51.13
132.45,-51.93
132.51,-51.18
132.56,-51.91
132.62,-52.03
132.69,-51.51
132.75,-52.12
132.81,-51.99
132.87,-52.3
132.94,-52.15
133,-52.66
133.07,-52.61
133.13,-51.95
133.2,-51.85
133.26,-52.87
133.33,-52.93
133.4,-52.23
133.46,-51.67
133.52,-52.19
133.59,-52.84
133.66,-53.05
133.73,-53.34
133.8,-52.15
133.87,-53.17
133.94,-53.13
134.01,-53.23
134.09,-53.77
134.16,-52.88
134.24,-53.54
134.31,-53.51
134.39,-53.41
134.47,-53.94
134.55,-53.85
134.62,-53.66
134.7,-54.1
134.79,-54.01
134.87,-53.97
134.95,-54.36
135.04,-55.58
135.12,-54.48
135.21,-55
135.31,-55.06
135.4,-55
135.5,-55.13
135.59,-54.49
135.69,-54.43
135.78,-55.27
135.88,-54.96
135.97,-53.98
136.06,-54.84
136.15,-55.65
136.25,-55.06
136.35,-55.45
136.45,-55.8
136.55,-55.61
136.66,-55.36
136.75,-55.59
136.85,-55.07
136.95,-55.52
137.06,-55.66
137.16,-54.76
137.25,-54.55
137.35,-55.16
137.45,-55.39
137.55,-55.12
137.65,-55.27
137.74,-55.35
137.85,-55
137.95,-54.75
138.05,-55.29
138.15,-54.88
138.25,-55.4
138.35,-55.38
138.45,-54.9
138.55,-55.59
138.66,-55.79
138.76,-55.65
138.87,-56.04
138.98,-55.99
139.09,-55.7
139.2,-56.13
139.31,-55.37
139.42,-55.36
139.52,-55.34
139.63,-55.51
139.74,-55.99
139.85,-55.37
139.95,-55.76
140.06,-55.04
140.16,-55.67
140.27,-55.56
140.38,-55.18
140.49,-55.22
140.59,-55.71
140.7,-55.49
140.81,-55.64
140.92,-55.67
141.03,-55.73
141.14,-55.55
141.25,-55.61
141.36,-55.13
141.46,-55.37
141.57,-56.22
141.69,-54.76
141.79,-54.85
141.89,-55.38
141.99,-54.78
142.09,-55.48
142.2,-55.76
142.31,-55.84
142.42,-55.42
142.53,-55.53
142.64,-55.09
142.74,-55.08
142.84,-54.6
142.94,-55.32
143.05,-55.52
143.16,-55.85
143.27,-55.99
143.38,-55.22
143.48,-54.69
143.58,-55.43
143.68,-55.9
143.8,-55.34
143.9,-55.89
144.02,-55.65
144.13,-55.17
144.23,-54.92
144.33,-55.35
144.43,-55.32
144.54,-55.47
144.65,-55.02
144.75,-55.51
144.85,-55.34
144.96,-55.07
145.06,-55.86
145.17,-55.25
145.28,-55.16
145.38,-54.97
145.49,-55.72
145.6,-55.38
145.71,-55.72
145.82,-56.07
145.93,-55.77
146.04,-54.84
146.14,-55.07
146.25,-55.39
146.35,-55.39
146.46,-55.18
146.56,-55.26
146.67,-54.18
146.75,-55.44
146.86,-54.8
146.96,-55.1
147.06,-54.62
147.16,-55.47
147.27,-55.66
147.38,-55.77
147.49,-55.77
147.6,-55.66
147.71,-55.85
147.82,-55.24
147.93,-54.73
148.03,-54.74
148.12,-55.19
148.23,-55.02
148.33,-54.51
148.42,-55.2
148.53,-55.3
148.63,-55.55
148.74,-55.51
148.85,-55.1
148.95,-55.41
149.06,-55.49
149.16,-55.31
149.27,-55.61
149.38,-55.3
149.48,-55.2
149.59,-54.45
149.68,-54.95
149.78,-54.55
149.88,-54.57
149.98,-54.27
150.07,-54.56
150.17,-54.41
150.26,-54.58
150.36,-54.49
150.46,-54.88
150.56,-54.92
150.66,-54.95
150.76,-54.89
150.86,-54.83
150.96,-54.93
151.06,-55.1
151.16,-54.93
151.26,-54.73
151.36,-55.1
151.47,-54.34
151.57,-54.93
151.67,-55.27
151.77,-54.9
151.87,-55.14
151.98,-55.24
152.08,-55.02
152.19,-54.86
152.29,-54.66
152.39,-54.87
152.49,-54.87
152.59,-54.7
152.69,-54.71
152.79,-55.25
152.9,-54.97
152.99,-54.99
153.1,-55.04
153.2,-55.17
153.31,-55.51
153.42,-55
153.53,-55
153.64,-54.82
153.74,-55.05
153.85,-55.45
153.96,-55.87
154.08,-55.81
154.2,-55.16
154.31,-55.37
154.42,-55.5
154.53,-55.6
154.64,-56.04
154.76,-55.89
154.88,-55.85
155,-56.07
155.12,-55.95
155.24,-55.72
155.35,-55.72
155.46,-56.13
155.58,-55.59
155.7,-55.59
155.81,-55.67
155.93,-55.93
156.04,-56.5
156.18,-56.66
156.31,-56.33
156.44,-55.63
156.55,-55.89
156.67,-56.2
156.8,-55.4
156.92,-55.97
157.03,-55.83
157.15,-55.76
157.27,-56.4
157.39,-55.95
157.51,-55.54
157.63,-55.33
157.74,-55.76
157.86,-55.64
157.97,-56.02
158.09,-55.83
158.19,-55.89
158.29,-56.52
158.4,-55.99
158.5,-55.24
158.61,-55.03
158.71,-54.78
158.81,-54.51
158.91,-53.68
159.01,-54.05
159.11,-53.37
159.2,-54.27
159.3,-54.73
159.39,-54.39
159.49,-54.2
159.59,-54.67
159.69,-54.61
159.8,-54.68
159.9,-54.98
160,-54.67
160.11,-54.58
160.21,-54.66
160.32,-54.81
160.43,-54.65
160.54,-54.91
160.64,-55.21
160.76,-55.02
160.87,-55.28
160.98,-55.21
161.1,-55.18
161.21,-55.9
161.33,-55.67
161.44,-55.24
161.56,-54.45
161.66,-54.07
161.76,-54.71
161.88,-53.92
161.97,-54.02
162.08,-53.86
162.18,-53.93
162.28,-53.72
162.38,-54.15
162.48,-53.85
162.57,-54.41
162.67,-54.9
162.78,-54.29
162.88,-54.25
162.98,-54.23
163.08,-54.28
163.18,-54.78
163.29,-54.28
163.39,-55.44
163.51,-55.36
163.62,-54.44
163.73,-54.46
163.84,-55.3
163.95,-55.96
164.07,-55.8
164.2,-56.14
164.33,-56.01
164.45,-55.46
164.57,-55.7
164.69,-55.56
164.81,-55.78
164.93,-55.34
165.05,-56.09
165.18,-55.86
165.3,-55.78
165.42,-54.92
165.53,-55.32
165.65,-55.85
165.77,-55.5
165.89,-55.38
166,-55.33
166.12,-55.99
166.25,-55.58
166.36,-55.39
166.47,-55.01
166.59,-55.63
166.71,-55.62
166.83,-55.88
166.94,-54.93
167.05,-55.06
167.16,-55.08
167.27,-54.87
167.38,-54.7
167.48,-54.62
167.59,-55.28
167.7,-54.92
167.81,-54.73
167.92,-54.11
168.02,-54.4
168.12,-53.92
168.21,-53.67
168.31,-54.5
168.41,-54.74
168.52,-54.3
168.62,-54.61
168.72,-55.39
168.83,-55.22
168.94,-54.25
169.04,-54.48
169.14,-54.39
169.24,-54.73
169.34,-55
169.45,-55.02
169.57,-55.06
169.68,-54.56
169.78,-54.24
169.88,-55.6
170,-55.23
170.11,-55.35
170.23,-55.36
170.34,-55.51
170.46,-55.46
170.57,-55.53
170.68,-55.51
170.8,-55.55
170.92,-55.69
171.04,-55.82
171.16,-55.48
171.28,-55.69
171.4,-55.09
171.51,-54.76
171.61,-54.35
171.71,-53.86
171.81,-54.33
171.91,-53.82
172.01,-53.64
172.11,-54.35
172.21,-54.09
172.31,-54.76
172.42,-54.54
172.52,-55.17
172.63,-54.4
172.75,-55.16
172.86,-55.24
172.98,-55.86
173.1,-54.96
173.21,-55.55
173.33,-55.16
173.44,-55.58
173.57,-55.65
173.69,-55.96
173.81,-55.7
173.93,-55.63
174.05,-55.52
174.17,-55.67
174.29,-55.3
174.41,-55.73
174.53,-55.32
174.64,-55.68
174.76,-55.23
174.87,-55.34
174.99,-55.74
175.11,-55
175.23,-55.4
175.34,-55.5
175.46,-55.53
175.58,-56.11
175.71,-56.32
175.84,-56.45
175.98,-55.91
176.1,-56.02
176.23,-56.12
176.36,-56.3
176.49,-55.75
176.61,-55.72
176.73,-55.56
176.85,-54.88
176.96,-54.84
177.07,-53.82
177.17,-54.13
177.27,-54.86
177.38,-54.46
177.48,-54.64
177.58,-55.42
177.7,-54.12
177.8,-53.69
177.9,-53.65
177.99,-53.88
178.1,-53.98
178.2,-54.12
178.3,-54.34
178.4,-54.68
178.51,-53.88
178.61,-54.66
178.72,-54.69
178.83,-54.7
178.94,-55.02
179.06,-55.49
179.18,-56.07
179.31,-55.93
179.43,-56.19
179.56,-55.97
179.69,-55.89
179.82,-55.11
179.93,-56.23
180.06,-55.79
180.19,-55.34
180.31,-55.84
180.44,-56.06
180.57,-56.36
180.7,-56.37
180.83,-55.51
180.96,-56.1
181.09,-55.68
181.22,-56.4
181.35,-56.15
181.48,-55.68
181.6,-56.4
181.73,-56.32
181.87,-55.86
182,-56.46
182.13,-56.11
182.27,-55.44
182.41,-55.84
182.53,-55.87
182.66,-56.03
182.8,-56.01
182.93,-56.07
183.06,-55.98
183.2,-56.41
183.33,-55.83
183.46,-56.48
183.6,-56.58
183.74,-56.14
183.88,-55.84
184.01,-56.08
184.14,-55.91
184.28,-56.59
184.42,-56.42
184.55,-56.06
184.69,-56.44
184.83,-56.19
184.97,-56.06
185.1,-55.57
185.23,-55.51
185.35,-56.24
185.49,-56.21
185.62,-55.92
185.76,-56.14
185.89,-55.77
186.02,-55.8
186.15,-55.67
186.27,-55.49
186.4,-55.41
186.51,-55.16
186.63,-54.66
186.75,-55.17
186.87,-54.72
186.98,-54.73
187.1,-54.65
187.21,-53.78
187.32,-53.85
187.43,-54.06
187.53,-53.62
187.63,-53.32
187.73,-52.85
187.83,-52.48
187.92,-53.06
188.01,-52.69
188.1,-53.98
188.21,-54.07
188.31,-53.84
188.42,-53.96
188.53,-54.54
188.64,-54.39
188.76,-54.39
188.87,-54.73
188.99,-53.95
189.1,-54.33
189.21,-54.52
189.32,-54.89
189.44,-54.74
189.56,-54.61
189.67,-54.73
189.79,-54.72
189.91,-55.36
190.04,-54.6
190.16,-54.94
190.28,-55.33
190.4,-56.07
190.54,-56.14
190.67,-55.49
190.8,-56.08
190.94,-55.23
191.06,-55.38
191.19,-55.39
191.32,-54.98
191.44,-55.19
191.56,-54.65
191.68,-55.04
191.81,-54.22
191.92,-54.28
192.03,-53.42
192.13,-53.8
192.23,-53.65
192.33,-53.53
192.44,-54.88
192.56,-54.4
192.67,-54.98
192.8,-54.73
192.91,-54.62
193.03,-54.09
193.14,-54.93
193.26,-55.78
193.4,-55.18
193.52,-55.05
193.65,-55.16
193.77,-55.23
193.9,-54.92
194.02,-55.55
194.15,-54.71
194.27,-55.29
194.4,-54.85
194.52,-54.8
194.64,-54.83
194.75,-54.53
194.87,-55.3
194.99,-54.42
195.11,-54.03
195.21,-54.34
195.32,-54.13
195.43,-54.2
195.55,-54.3
195.64,-53.67
195.74,-54.2
195.85,-54.13
195.96,-54.22
196.07,-53.3
196.17,-54.19
196.28,-53.8
196.38,-54.11
196.48,-53.61
196.58,-54
196.69,-53.79
196.79,-53.58
196.89,-53.34
196.99,-53.24
197.09,-53.04
197.19,-52.92
197.28,-53.03
197.38,-53.21
197.47,-53
197.57,-52.6
197.66,-52.5
197.75,-52.84
197.84,-52.83
197.93,-52.7
198.02,-52.54
198.11,-52.07
198.19,-52.38
198.28,-53.02
198.38,-52.47
198.47,-52.51
198.55,-51.64
198.64,-51.63
198.72,-52.03
198.8,-52.51
198.89,-52.31
198.98,-52.09
199.07,-52.24
199.15,-52.25
199.24,-51.83
199.32,-52.18
199.41,-52.18
199.5,-52.14
199.58,-52.25
199.67,-52.3
199.76,-51.43
199.84,-51.67
199.93,-51.72
200.01,-52.01
200.1,-51.58
200.18,-52.16
200.27,-52.27
200.36,-52.07
200.45,-52.18
200.54,-52.18
200.62,-51.59
200.71,-51.97
200.8,-52.06
200.88,-52.05
200.97,-52.08
201.06,-51.35
201.14,-52.47
201.23,-52
201.32,-51.88
201.41,-51.61
201.49,-51.68
201.58,-52.25
201.67,-52.36
201.76,-52.51
201.85,-52.77
201.95,-52.46
202.05,-53.23
202.15,-53.15
202.25,-52.97
202.35,-52.67
202.45,-53.12
202.55,-53.63
202.66,-53.36
202.76,-52.91
202.86,-53.77
202.98,-54.15
203.09,-53.75
203.2,-53.39
203.31,-54.02
203.43,-53.29
203.53,-53.81
203.65,-54.02
203.76,-53.62
203.87,-53.5
203.98,-53.91
204.1,-53.9
204.21,-53.34
204.32,-53.7
204.43,-53.2
204.54,-52.87
204.64,-53.16
204.74,-53.71
204.86,-53.44
204.96,-52.84
205.06,-52.68
205.16,-52.81
205.26,-52.94
205.37,-52.96
205.47,-52.4
205.56,-53.23
205.67,-52.63
205.76,-52.59
205.86,-52.97
205.96,-53.04
206.07,-52.6
206.17,-52.78
206.27,-52.38
206.36,-52.23
206.46,-51.8
206.55,-52.5
206.65,-52.86
206.75,-52.3
206.85,-53.07
206.95,-52.44
207.05,-52.32
207.15,-52.32
207.24,-52.75
207.34,-52.68
207.44,-52.23
207.54,-52.48
207.64,-51.96
207.72,-52.04
207.82,-52.06
207.91,-52.44
208,-51.9
208.1,-51.97
208.19,-52.07
208.28,-52.23
208.38,-52.12
208.47,-52.29
208.57,-51.77
208.66,-51.53
208.74,-51.96
208.83,-52.19
208.93,-51.37
209.01,-51.36
209.1,-51.98
209.19,-51.58
209.28,-52.07
209.37,-51.99
209.46,-51.5
209.55,-52
209.64,-51.44
209.73,-52
209.82,-51.17
209.9,-51.56
209.99,-51.52
210.08,-51.5
210.16,-50.32
210.23,-51.42
210.32,-51.2
210.4,-51.3
210.49,-51.05
210.57,-51.81
210.66,-51.75
210.75,-52.12
210.84,-51.85
210.93,-51.11
211.01,-51.21
211.09,-51.69
211.18,-51.8
211.27,-51.09
211.35,-51.19
211.44,-51.87
211.53,-51.6
211.62,-52
211.7,-51.59
211.79,-52.02
211.88,-51.6
211.97,-51.53
212.06,-51.63
212.14,-51.28
212.23,-52.18
212.32,-51.74
212.42,-52.1
212.51,-52.2
212.6,-51.85
212.69,-51.6
212.78,-51.51
212.87,-51.71
212.96,-51.85
213.05,-51.51
213.14,-51.26
213.22,-52.01
213.31,-51.62
213.4,-51.61
213.49,-52.18
213.58,-52.17
213.68,-52.39
213.78,-51.64
213.86,-51.41
213.95,-51.62
214.04,-52.03
214.13,-52.05
214.22,-51.58
214.31,-52.06
214.4,-51.82
214.49,-51.53
214.58,-51.59
214.67,-51.61
214.76,-51.35
214.84,-51.04
214.92,-51.59
215.01,-50.65
215.09,-50.99
215.18,-50.77
215.26,-51.07
215.34,-51.01
215.43,-51.04
215.51,-50.78
215.6,-51.5
215.69,-51.29
215.78,-51.79
215.87,-51.48
215.96,-51.7
216.05,-51.7
216.14,-52.02
216.24,-52.36
216.34,-52.12
216.43,-51.97
216.53,-52.09
216.63,-52.36
216.73,-52.57
216.83,-52.56
216.93,-53.16
217.04,-53.02
217.15,-53.14
217.26,-53.38
217.37,-53.09
217.48,-52.61
217.58,-53.63
217.7,-53.5
217.81,-53.38
217.93,-53.15
218.04,-54.05
218.16,-54.43
218.29,-53.62
218.41,-53.8
218.53,-53.85
218.66,-53.78
218.78,-53.93
218.9,-53.65
219.02,-53.59
219.14,-54.4
219.27,-54.11
219.39,-53.85
219.52,-53.89
219.64,-54.55
219.77,-54.46
219.9,-54.4
220.04,-54.25
220.17,-54.68
220.31,-54.7
220.44,-55.04
220.59,-54.73
220.73,-55.2
220.88,-55.14
221.02,-55.27
221.17,-55.59
221.32,-55.22
221.47,-56.46
221.64,-56.2
221.81,-55.6
221.96,-55.17
222.11,-55.38
222.28,-55.92
222.44,-56.11
222.61,-55.84
222.78,-55.98
222.95,-56.37
223.12,-56.16
223.29,-56.58
223.46,-55.9
223.63,-56.44
223.8,-56.43
223.98,-56.52
224.16,-56.1
224.33,-56.54
224.5,-56.09
224.67,-56.09
224.84,-56.06
225,-55.6
225.17,-55.91
225.33,-55.84
225.5,-54.78
225.65,-55.05
225.8,-54.93
225.94,-54.56
226.09,-53.86
226.22,-53.47
226.34,-54.54
226.49,-54.37
226.63,-54.87
226.77,-54.64
226.92,-54.07
227.06,-54.88
227.21,-54.6
227.36,-55.5
227.53,-55.51
227.69,-55.72
227.86,-55.26
228.03,-55.91
228.2,-56.13
228.38,-56.14
228.56,-56.32
228.74,-56.2
228.92,-56.1
229.1,-55.79
229.27,-55.5
229.44,-54.62
229.59,-54.86
229.74,-53.79
229.87,-55.34
230.03,-54.98
230.19,-55.14
230.35,-56.03
230.52,-55.98
230.7,-55.91
230.87,-55.59
231.05,-55.74
231.22,-55.46
231.39,-55.24
231.55,-55.19
231.71,-55.11
231.87,-54.76
232.03,-54.57
232.18,-54.25
232.33,-54.92
232.48,-54.88
232.64,-54.77
232.79,-54.83
232.95,-54.59
233.1,-54.83
233.25,-54.64
233.4,-54.56
233.55,-53.73
233.69,-54.09
233.83,-54.19
233.97,-53.88
234.11,-54.06
234.25,-54.26
234.39,-54.02
234.53,-54.13
234.67,-53.79
234.81,-54.03
234.94,-53.18
235.07,-53.6
235.19,-53.21
235.32,-53.21
235.44,-53.32
235.56,-53.19
235.69,-53.51
235.81,-53.35
235.94,-52.99
236.06,-52.56
236.18,-52.28
236.29,-52.89
236.41,-52.68
236.53,-52.88
236.64,-52.31
236.75,-52.83
236.87,-52.51
236.98,-52.8
237.1,-53.03
237.22,-52.39
237.33,-52.39
237.45,-52.11
237.56,-52.67
237.67,-52.58
237.79,-52.6
237.9,-52.06
238.01,-52.17
238.12,-52.58
238.24,-52.79
238.35,-52.27
238.46,-52.47
238.57,-51.88
238.69,-52.36
238.79,-51.69
238.9,-52.1
239,-51.82
239.11,-52.41
239.23,-52.58
239.33,-51.63
239.44,-52.38
239.55,-52.59
239.66,-52.33
239.77,-52
239.87,-51.04
239.96,-51.48
240.06,-51.78
240.16,-51.34
240.26,-51.31
240.36,-51.05
240.46,-51.33
240.56,-51.31
240.66,-51.21
240.75,-50.64
240.84,-50.93
240.94,-50.89
241.03,-50.41
241.12,-50.29
241.21,-50.19
241.29,-49.99
241.38,-49.45
241.46,-50.36
241.55,-49.58
241.63,-50.11
241.71,-49.1
241.79,-48.42
241.86,-48.24
241.93,-48.59
242,-48.72
242.07,-48.25
242.14,-48.65
242.21,-48.56
242.29,-48.09
242.36,-48.38
242.43,-48.32
242.5,-48.53
242.57,-48.65
242.64,-48.55
242.72,-48.71
242.79,-49.27
242.87,-48.24
242.94,-48.56
243.01,-48.8
243.09,-49.09
243.17,-49.42
243.25,-49.58
243.33,-49.65
243.42,-49.11
243.5,-49.07
243.57,-48.78
243.65,-49.15
243.74,-49.58
243.82,-49.8
243.91,-49.75
244,-49.86
244.09,-50.58
244.19,-51.03
244.29,-51.35
244.4,-51.31
244.51,-51
244.61,-51.51
244.72,-51.56
244.83,-51.93
244.94,-51.71
245.06,-52.06
245.18,-52.21
245.3,-52.23
245.42,-53.07
245.55,-52.51
245.68,-52.66
245.81,-53.4
245.95,-52.97
246.08,-53.59
246.23,-53.8
246.38,-53.99
246.53,-54.51
246.69,-55.22
246.86,-54.89
247.03,-54.82
247.2,-54.97
247.37,-54.15
247.52,-53.85
247.68,-54.14
247.83,-54.42
247.99,-53.87
248.14,-53.67
248.29,-53.52
248.44,-54.1
248.6,-53.83
248.76,-53.73
248.91,-54.48
249.08,-53.99
249.24,-54.05
249.4,-54.49
249.57,-54.47
249.74,-54.83
249.92,-54.9
250.09,-55.41
250.28,-54.83
250.46,-54.96
250.64,-55.15
250.82,-54.9
251,-54.66
251.18,-54.62
251.36,-54.5
251.53,-54.65
251.72,-55.39
251.92,-55.58
252.12,-55.52
252.31,-55.25
252.5,-55.43
252.7,-54.85
252.88,-55.61
253.08,-55.12
253.27,-55.66
253.47,-55.49
253.67,-55.18
253.85,-54.77
254.04,-54.98
254.22,-54.67
254.4,-55.32
254.59,-55.46
254.78,-55.24
254.97,-54.94
255.15,-55.22
255.34,-55.25
255.53,-55.13
255.72,-56.07
255.92,-55.44
256.11,-55.13
256.3,-55.07
256.48,-54.68
256.66,-54.45
256.83,-55.11
257.02,-54.66
257.2,-54.38
257.38,-55.34
257.57,-54.83
257.75,-54.54
257.93,-54.63
258.11,-54.44
258.28,-54.29
258.45,-53.74
258.61,-54.37
258.78,-54.8
258.97,-54.66
259.15,-54.79
259.33,-55.53
259.53,-54.78
259.72,-54.76
259.9,-54.75
260.09,-55.39
260.28,-55.5
260.48,-55.24
260.68,-55.35
260.87,-54.33
261.05,-54.85
261.23,-54.66
261.41,-54.94
261.6,-55.3
261.79,-55.77
262,-55.45
262.19,-55.09
262.38,-55.04
262.57,-55.34
262.76,-54.73
262.94,-55.23
263.14,-54.66
263.32,-53.98
263.48,-53.9
263.65,-54.02
263.82,-54.5
263.99,-54.21
264.17,-54.54
264.35,-54.82
264.53,-54.65
264.71,-54.37
264.89,-54.92
265.08,-55.05
265.27,-55
265.46,-54.82
265.64,-54.85
265.83,-55.15
266.04,-55.13
266.24,-55.57
266.46,-55.48
266.68,-55.15
266.88,-54.65
267.08,-55.37
267.29,-55.7
267.5,-56.01
267.72,-56.08
267.94,-55.46
268.15,-55.59
268.36,-55.7
268.57,-55.68
268.79,-55.87
269,-56.15
269.22,-55.99
269.44,-56.18
269.66,-56.36
269.89,-55.86
270.11,-56.31
270.34,-55.87
270.55,-55.77
270.77,-56.26
270.99,-56.62
271.23,-56.2
271.46,-56.24
271.69,-56.41
271.93,-56.34
272.16,-56.33
272.4,-56.29
272.64,-56.25
272.87,-56.46
273.1,-56.58
273.34,-56.11
273.57,-56.47
273.8,-56.34
274.04,-56.38
274.27,-56.44
274.5,-55.97
274.72,-56.24
274.96,-56.02
275.18,-56.2
275.41,-56.36
275.64,-55.84
275.86,-55.44
276.07,-55.68
276.29,-55.96
276.51,-56.3
276.75,-55.8
276.97,-56.36
277.21,-56.75
277.45,-55.85
277.67,-55.46
277.88,-55.53
278.09,-55.91
278.31,-56.07
278.54,-56.76
278.78,-55.63
278.99,-55.83
279.21,-56.07
279.44,-55.81
279.66,-55.71
279.88,-55.36
280.08,-54.77
280.28,-54.77
280.47,-54
280.64,-54.68
280.83,-55.09
281.03,-54.88
281.22,-55.14
281.42,-55.87
281.63,-55.54
281.84,-55.17
282.03,-54.87
282.23,-54.81
282.42,-54.77
282.61,-54.77
282.8,-54.62
282.99,-54.73
283.18,-54.48
283.36,-54.51
283.54,-54.45
283.72,-54.33
283.9,-54.72
284.09,-54.49
284.27,-54.34
284.45,-54.26
284.63,-54.45
284.81,-54.14
284.99,-54.13
285.17,-54.87
285.36,-53.9
285.54,-54.06
285.71,-54.08
285.89,-54.23
286.07,-53.81
286.24,-53.81
286.41,-53.7
286.58,-53.84
286.75,-54.06
286.93,-53.6
287.09,-54.06
287.27,-54.05
287.44,-53.68
287.61,-53.67
287.78,-53.76
287.95,-53.43
288.11,-53.35
288.27,-53.66
288.43,-53.49
288.6,-53.67
288.77,-53.37
288.93,-53.68
289.1,-53.7
289.26,-53.56
289.43,-53.53
289.6,-53.56
289.76,-52.94
289.92,-52.78
290.07,-52.68
290.22,-52.72
290.37,-53.05
290.54,-53.16
290.7,-52.93
290.86,-53.33
291.02,-53.48
291.18,-53.82
291.36,-54.06
291.54,-54.61
291.73,-53.79
291.91,-54.02
292.09,-54.28
292.28,-54.83
292.49,-54.53
292.68,-54.46
292.88,-54.32
293.07,-54.99
293.28,-55.2
293.49,-55.56
293.71,-55.53
293.93,-55.19
294.15,-54.51
294.35,-55.48
294.57,-55.66
294.79,-55.89
295.02,-55.5
295.24,-55.27
295.45,-55.13
295.67,-54.67
295.88,-54.51
296.07,-53.5
296.25,-54
296.44,-53.98
296.63,-54.36
296.83,-54.8
297.04,-54.9
297.26,-55.29
297.48,-55.68
297.7,-55.17
297.9,-55.65
298.13,-55.48
298.36,-55.26
298.58,-55.11
298.79,-54.85
299,-54.77
299.21,-54.7
299.42,-54.84
299.63,-54.88
299.84,-54.46
300.04,-54.12
300.23,-54.08
300.42,-53.33
300.61,-54.1
300.81,-54.48
301.02,-54.67
301.23,-55.2
301.45,-55.49
301.67,-55.06
301.89,-55.14
302.12,-54.96
302.34,-54.38
302.54,-54.56
302.75,-54.57
302.96,-54.41
303.17,-53.91
303.37,-53.77
303.56,-54.08
303.76,-53.48
303.95,-53.76
304.15,-53.57
304.33,-54
304.52,-53.62
304.72,-53.47
304.91,-53.68
305.1,-53.38
305.28,-52.87
305.46,-52.99
305.63,-53.28
305.82,-54.13
306.01,-53.83
306.21,-54.23
306.41,-53.95
306.6,-54.35
306.81,-55.19
307.03,-55.7
307.27,-55.38
307.49,-55.3
307.72,-55.17
307.95,-55.1
308.17,-54.9
308.38,-54.47
308.59,-54.73
308.81,-54.72
309.02,-54.17
309.22,-54.67
309.43,-54.79
309.65,-55.17
309.87,-54.4
310.08,-54.9
310.3,-54.49
310.51,-54.95
310.73,-54.54
310.93,-54.32
311.13,-54.37
311.34,-54.53
311.54,-54.44
311.76,-54.13
311.95,-54.29
312.16,-53.82
312.36,-54.19
312.56,-54.42
312.77,-53.49
312.96,-53.39
313.15,-53.86
313.34,-53.19
313.52,-53.28
313.71,-52.75
313.88,-53.32
314.07,-53.13
314.25,-52.91
314.43,-53.42
314.62,-52.98
314.8,-52.83
314.97,-52.56
315.14,-53.42
315.32,-53.47
315.51,-52.31
315.68,-52.56
315.85,-52.2
316.01,-51.82
316.17,-51.41
316.32,-52.58
316.49,-52.79
316.67,-52.77
316.84,-52.82
317.03,-52.87
317.21,-53.26
317.4,-53.06
317.59,-53.5
317.78,-53.07
317.96,-53.48
318.16,-53.92
318.36,-54.01
318.57,-54.64
318.79,-54.1
319.01,-54.02
319.22,-54.03
319.43,-54.17
319.64,-54.18
319.85,-53.7
320.05,-53.64
320.25,-53.78
320.46,-53.3
320.66,-53.2
320.85,-52.92
321.03,-53.08
321.22,-52.27
321.4,-52.99
321.58,-52.47
321.76,-52.79
321.94,-52.55
322.12,-52.21
322.29,-52.37
322.46,-51.92
322.62,-51.85
322.79,-52.35
322.96,-51.9
323.12,-51.82
323.28,-51.42
323.44,-51.31
323.59,-51.93
323.76,-51.21
323.91,-51.47
324.06,-50.97
324.21,-50.8
324.36,-50.82
324.5,-50.94
324.65,-51.2
324.8,-50.96
324.95,-51.02
325.1,-50.86
325.24,-50.86
325.39,-51.15
325.53,-50.64
325.67,-50.41
325.8,-50.42
325.94,-50.02
326.07,-50.47
326.2,-50.59
326.34,-50.69
326.48,-50.48
326.62,-50.28
326.75,-50.38
326.89,-50.65
327.03,-50.29
327.16,-50.56
327.3,-50.47
327.43,-50.35
327.56,-50.07
327.69,-49.9
327.82,-50.34
327.95,-50.08
328.08,-50.33
328.22,-50.28
328.35,-50.45
328.48,-49.91
328.6,-49.86
328.73,-50.01
328.86,-50.11
329,-50.44
329.14,-50.47
329.28,-50.19
329.42,-50.51
329.55,-50.07
329.69,-50.47
329.82,-50.39
329.95,-50.29
330.08,-50.14
330.21,-50.01
330.34,-49.91
330.48,-50.51
330.62,-50.12
330.75,-50.25
330.89,-50.23
331.04,-51.04
331.18,-50.54
331.32,-50.51
331.46,-50.29
331.6,-50.36
331.73,-49.56
331.85,-49.65
331.98,-49.55
332.1,-49.02
332.22,-48.92
332.33,-48.71
332.44,-48.47
332.55,-48.16
332.65,-47.73
332.76,-48.35
332.87,-48.29
332.98,-47.72
333.08,-47.63
333.18,-47.5
333.28,-47.22
333.38,-47.52
333.49,-47.49
333.59,-47.46
333.7,-47.62
333.8,-47.64
333.9,-47.05
334,-47.13
334.1,-47.56
